 t [s],a_x_raw [m/s^2],a_y_raw [m/s^2],a_z_raw [m/s^2],a_x_filtered [m/s^2],a_y_filtered [m/s^2],a_z_filtered [m/s^2]
547.83,    0.13,    0.09,   -9.59,    0.01,   -0.00,   -0.30
547.86,    0.01,    0.12,   -9.62,    0.10,    0.03,   -0.16
547.88,    0.06,    0.04,   -9.47,   -0.02,    0.00,   -0.03
547.90,    0.12,    0.05,   -9.58,   -0.05,   -0.02,   -0.22
547.92,    0.06,    0.08,   -9.73,    0.12,    0.02,   -0.23
547.94,    0.06,    0.05,   -9.64,    0.04,    0.04,   -0.12
547.96,    0.11,    0.08,   -9.49,   -0.01,   -0.04,   -0.08
547.98,    0.11,    0.07,   -9.49,    0.04,   -0.04,   -0.16
548.00,    0.09,    0.07,   -9.64,    0.05,    0.02,   -0.12
548.02,    0.03,    0.01,   -9.65,    0.06,    0.02,   -0.03
548.04,    0.09,    0.02,   -9.54,    0.07,    0.02,   -0.13
548.07,   -0.04,    0.02,   -9.62,    0.01,    0.03,   -0.26
548.09,    0.06,    0.06,   -9.56,    0.03,    0.01,   -0.13
548.11,    0.08,    0.01,   -9.66,    0.12,    0.01,   -0.11
548.13,    0.09,    0.05,   -9.49,    0.00,   -0.01,   -0.30
548.15,    0.08,    0.00,   -9.60,   -0.01,   -0.00,   -0.18
548.17,    0.05,    0.02,   -9.64,    0.03,    0.03,   -0.20
548.19,    0.14,    0.01,   -9.49,    0.01,    0.02,   -0.23
548.21,   -0.04,    0.03,   -9.50,   -0.03,   -0.01,   -0.05
548.23,    0.08,    0.04,   -9.72,   -0.03,   -0.01,   -0.19
548.25,    0.11,    0.05,   -9.52,    0.04,    0.01,   -0.21
548.27,    0.02,    0.04,   -9.51,   -0.03,    0.00,   -0.00
548.30,    0.06,   -0.03,   -9.52,   -0.05,   -0.00,   -0.12
548.32,    0.05,    0.05,   -9.58,    0.01,    0.03,   -0.23
548.34,    0.05,    0.05,   -9.66,    0.01,    0.01,   -0.03
548.36,    0.15,    0.06,   -9.52,   -0.06,    0.03,   -0.17
548.38,    0.04,    0.00,   -9.56,   -0.01,    0.06,   -0.26
548.40,    0.04,    0.12,   -9.60,    0.08,   -0.02,   -0.15
548.42,    0.02,   -0.02,   -9.59,    0.03,    0.01,   -0.28
548.44,    0.16,    0.09,   -9.54,    0.03,    0.00,   -0.21
548.46,    0.01,    0.02,   -9.61,   -0.04,   -0.06,   -0.18
548.49,    0.11,    0.05,   -9.50,   -0.04,    0.03,   -0.16
548.51,    0.02,    0.01,   -9.58,    0.02,    0.03,   -0.13
548.53,    0.06,    0.11,   -9.62,   -0.00,   -0.02,   -0.12
548.55,    0.00,    0.04,   -9.55,    0.02,   -0.06,   -0.09
548.57,    0.08,    0.06,   -9.65,   -0.00,   -0.02,   -0.15
548.59,    0.13,    0.07,   -9.52,    0.02,   -0.01,   -0.04
548.61,   -0.04,    0.11,   -9.45,    0.03,   -0.03,   -0.20
548.63,   -0.01,    0.03,   -9.66,    0.02,    0.03,   -0.25
548.65,    0.02,    0.09,   -9.55,    0.02,    0.00,   -0.10
548.67,    0.02,    0.00,   -9.60,    0.03,    0.01,   -0.17
548.70,    0.08,    0.06,   -9.53,   -0.03,   -0.00,   -0.16
548.72,    0.08,    0.03,   -9.63,   -0.01,   -0.01,   -0.27
548.74,    0.06,    0.06,   -9.54,    0.08,    0.00,   -0.10
548.76,    0.07,    0.11,   -9.58,   -0.06,   -0.04,   -0.10
548.78,    0.11,    0.04,   -9.47,    0.02,   -0.03,   -0.32
548.80,    0.02,    0.04,   -9.52,    0.05,    0.03,   -0.18
548.82,    0.03,   -0.02,   -9.61,   -0.07,    0.02,   -0.17
548.84,   -0.06,    0.03,   -9.60,    0.01,   -0.03,   -0.19
548.86,    0.01,    0.02,   -9.56,   -0.02,    0.02,   -0.25
548.88,    0.03,    0.02,   -9.57,   -0.03,   -0.02,   -0.23
548.90,    0.09,   -0.02,   -9.47,   -0.02,   -0.07,   -0.13
548.93,    0.14,    0.08,   -9.59,   -0.10,   -0.02,   -0.23
548.95,   -0.02,   -0.01,   -9.69,   -0.11,   -0.02,   -0.17
548.97,    0.06,    0.06,   -9.51,   -0.05,   -0.01,   -0.03
548.99,    0.05,    0.02,   -9.67,    0.02,   -0.04,   -0.13
549.01,    0.04,    0.10,   -9.63,   -0.01,   -0.04,   -0.20
549.03,    0.02,    0.02,   -9.61,    0.01,   -0.02,   -0.11
549.05,    0.07,    0.03,   -9.50,    0.05,    0.00,   -0.21
549.07,    0.08,    0.05,   -9.63,   -0.01,    0.02,   -0.30
549.09,    0.05,    0.08,   -9.54,    0.01,    0.00,   -0.17
549.12,    0.02,    0.01,   -9.57,    0.05,    0.05,   -0.14
549.14,    0.06,    0.06,   -9.60,   -0.05,   -0.01,   -0.14
549.16,    0.03,    0.02,   -9.50,   -0.03,   -0.00,   -0.08
549.18,   -0.01,    0.09,   -9.62,   -0.01,    0.02,   -0.16
549.20,    0.05,    0.05,   -9.65,    0.01,    0.00,   -0.20
549.22,    0.02,    0.03,   -9.49,    0.03,    0.06,   -0.05
549.24,   -0.09,    0.06,   -9.65,   -0.09,   -0.00,   -0.07
549.26,    0.05,   -0.01,   -9.55,    0.04,    0.04,   -0.19
549.28,   -0.06,   -0.00,   -9.60,    0.04,    0.05,   -0.16
549.30,    0.01,    0.04,   -9.61,   -0.08,   -0.02,   -0.10
549.33,    0.03,    0.02,   -9.49,    0.02,    0.03,   -0.18
549.35,    0.09,    0.03,   -9.47,   -0.03,   -0.05,   -0.28
549.37,    0.11,   -0.00,   -9.53,   -0.08,   -0.08,   -0.24
549.39,    0.10,    0.06,   -9.67,   -0.08,   -0.01,   -0.22
549.41,    0.01,    0.01,   -9.51,   -0.00,   -0.01,   -0.18
549.43,    0.02,    0.05,   -9.55,    0.03,   -0.03,   -0.13
549.45,   -0.01,   -0.01,   -9.57,   -0.04,   -0.00,   -0.19
549.47,    0.05,    0.11,   -9.52,    0.02,   -0.01,   -0.15
549.49,   -0.04,    0.02,   -9.54,    0.06,   -0.03,   -0.16
549.51,    0.06,    0.08,   -9.67,    0.01,    0.04,   -0.24
549.53,    0.09,    0.03,   -9.49,   -0.02,    0.01,   -0.18
549.56,   -0.00,    0.07,   -9.54,    0.05,   -0.05,   -0.16
549.58,    0.00,    0.03,   -9.61,    0.07,    0.02,   -0.16
549.60,    0.07,    0.07,   -9.56,    0.00,    0.01,   -0.14
549.62,    0.01,    0.03,   -9.50,    0.03,   -0.04,   -0.26
549.64,    0.02,    0.08,   -9.63,    0.07,   -0.01,   -0.19
549.66,   -0.02,   -0.00,   -9.54,   -0.01,   -0.01,   -0.04
549.68,    0.08,    0.03,   -9.60,   -0.04,    0.02,   -0.21
549.70,    0.07,   -0.01,   -9.44,    0.06,   -0.01,   -0.19
549.72,    0.05,    0.05,   -9.58,    0.07,    0.00,   -0.09
549.75,    0.12,    0.03,   -9.51,   -0.01,    0.05,   -0.16
549.77,    0.01,    0.09,   -9.59,   -0.00,   -0.02,   -0.12
549.79,    0.05,    0.02,   -9.59,    0.01,   -0.00,   -0.16
549.81,    0.02,    0.03,   -9.55,   -0.02,    0.03,   -0.24
549.83,   -0.00,    0.05,   -9.70,    0.02,    0.01,   -0.21
549.85,   -0.01,    0.04,   -9.57,    0.01,   -0.07,   -0.27
549.87,    0.00,    0.00,   -9.53,   -0.06,   -0.03,   -0.35
549.89,    0.07,    0.07,   -9.60,   -0.05,    0.06,   -0.28
549.91,    0.03,    0.06,   -9.62,   -0.01,    0.01,   -0.16
549.93,    0.06,    0.04,   -9.51,   -0.02,    0.04,   -0.09
549.96,    0.05,    0.01,   -9.47,   -0.08,   -0.00,   -0.16
549.98,    0.08,    0.02,   -9.61,   -0.04,    0.01,   -0.20
550.00,    0.01,    0.01,   -9.56,   -0.00,    0.03,   -0.13
550.02,    0.04,   -0.02,   -9.62,    0.01,   -0.03,   -0.13
550.04,    0.12,   -0.01,   -9.54,    0.02,   -0.02,   -0.16
550.06,    0.12,    0.04,   -9.58,   -0.02,   -0.04,   -0.21
550.08,    0.02,    0.09,   -9.48,    0.09,    0.02,   -0.22
550.10,    0.08,    0.10,   -9.76,    0.03,    0.01,   -0.08
550.12,   -0.03,   -0.00,   -9.51,   -0.05,   -0.06,   -0.10
550.14,    0.15,    0.08,   -9.62,    0.07,   -0.02,   -0.20
550.16,   -0.01,    0.02,   -9.50,    0.06,    0.01,   -0.19
550.19,   -0.07,    0.05,   -9.66,    0.05,   -0.00,   -0.15
550.21,    0.01,    0.03,   -9.62,    0.03,   -0.04,   -0.11
550.23,   -0.03,    0.06,   -9.57,   -0.03,   -0.04,   -0.15
550.25,   -0.00,    0.06,   -9.57,   -0.08,   -0.06,   -0.26
550.27,    0.05,    0.04,   -9.64,   -0.12,   -0.04,   -0.31
550.29,    0.03,    0.05,   -9.55,   -0.03,   -0.03,   -0.14
550.31,    0.03,   -0.04,   -9.61,    0.00,   -0.03,   -0.05
550.33,    0.12,    0.07,   -9.55,   -0.05,    0.00,   -0.19
550.35,    0.04,    0.02,   -9.58,    0.00,   -0.01,   -0.20
550.38,    0.07,    0.06,   -9.71,   -0.00,    0.03,   -0.18
550.40,    0.02,    0.01,   -9.62,   -0.02,   -0.00,   -0.18
550.42,    0.06,    0.06,   -9.57,   -0.01,   -0.01,   -0.21
550.44,    0.01,    0.01,   -9.54,   -0.03,    0.04,   -0.16
550.46,    0.05,    0.05,   -9.66,   -0.04,   -0.00,   -0.17
550.48,    0.05,    0.03,   -9.48,   -0.01,   -0.00,   -0.26
550.50,    0.06,    0.07,   -9.52,    0.04,   -0.01,   -0.07
550.52,   -0.01,    0.10,   -9.54,   -0.09,   -0.00,   -0.15
550.54,   -0.04,    0.01,   -9.67,   -0.02,   -0.00,   -0.31
550.56,    0.10,   -0.02,   -9.64,    0.09,   -0.03,   -0.16
550.59,    0.05,    0.10,   -9.57,   -0.04,   -0.03,   -0.12
550.61,   -0.01,    0.01,   -9.59,    0.05,   -0.04,   -0.19
550.63,    0.10,    0.08,   -9.59,    0.09,   -0.02,   -0.27
550.65,    0.05,   -0.00,   -9.44,    0.04,    0.02,   -0.20
550.67,    0.07,    0.05,   -9.59,   -0.04,   -0.05,   -0.17
550.69,    0.16,    0.01,   -9.49,   -0.07,   -0.08,   -0.17
550.71,    0.03,    0.08,   -9.65,   -0.01,   -0.04,   -0.12
550.73,    0.08,    0.06,   -9.59,   -0.08,   -0.01,   -0.31
550.75,    0.00,   -0.01,   -9.60,   -0.01,    0.00,   -0.27
550.77,    0.04,    0.00,   -9.62,   -0.02,   -0.05,   -0.12
550.79,   -0.00,    0.06,   -9.43,    0.01,   -0.02,   -0.12
550.82,   -0.04,   -0.00,   -9.51,    0.05,   -0.00,   -0.14
550.84,    0.06,    0.04,   -9.66,   -0.04,   -0.03,   -0.17
550.86,    0.03,    0.07,   -9.55,    0.04,    0.01,   -0.19
550.88,    0.06,    0.00,   -9.55,   -0.02,   -0.03,   -0.26
550.90,    0.04,    0.04,   -9.62,    0.02,    0.01,   -0.21
550.92,    0.05,    0.07,   -9.56,    0.03,    0.07,   -0.17
550.94,   -0.01,    0.01,   -9.69,   -0.06,    0.05,   -0.15
550.96,    0.13,    0.07,   -9.58,    0.00,    0.04,   -0.11
550.98,    0.00,    0.00,   -9.45,   -0.07,   -0.01,   -0.12
551.00,   -0.02,    0.04,   -9.64,   -0.07,   -0.02,   -0.09
551.03,    0.06,    0.01,   -9.66,   -0.02,    0.06,   -0.14
551.05,    0.08,    0.04,   -9.55,    0.05,    0.09,   -0.15
551.07,   -0.02,    0.02,   -9.58,    0.13,    0.03,   -0.13
551.09,    0.11,    0.03,   -9.70,    0.04,    0.03,   -0.19
551.11,    0.05,   -0.01,   -9.52,    0.01,    0.03,   -0.27
551.13,    0.06,    0.07,   -9.57,    0.05,    0.03,   -0.21
551.15,    0.17,    0.05,   -9.45,    0.07,    0.02,   -0.11
551.17,    0.10,    0.07,   -9.48,    0.10,    0.03,   -0.08
551.19,    0.12,    0.06,   -9.71,    0.06,   -0.01,   -0.10
551.22,    0.11,    0.06,   -9.54,    0.04,   -0.06,   -0.24
551.24,   -0.05,    0.05,   -9.60,    0.00,    0.01,   -0.18
551.26,    0.03,    0.06,   -9.58,   -0.02,    0.01,   -0.13
551.28,    0.01,    0.08,   -9.59,    0.03,    0.03,   -0.22
551.30,   -0.00,    0.07,   -9.56,   -0.03,    0.02,   -0.08
551.32,    0.00,    0.02,   -9.69,   -0.03,   -0.01,   -0.13
551.34,    0.07,    0.07,   -9.47,    0.01,    0.06,   -0.19
551.36,   -0.04,    0.04,   -9.48,   -0.06,    0.02,   -0.17
551.38,    0.04,    0.03,   -9.67,   -0.01,   -0.03,   -0.16
551.40,    0.07,    0.04,   -9.45,   -0.01,    0.01,   -0.16
551.42,   -0.01,    0.04,   -9.43,   -0.03,    0.02,   -0.22
551.45,    0.04,    0.07,   -9.64,   -0.05,   -0.04,   -0.11
551.47,    0.02,    0.07,   -9.58,   -0.08,    0.01,   -0.14
551.49,    0.02,    0.05,   -9.49,   -0.03,    0.03,   -0.23
551.51,   -0.01,    0.06,   -9.62,   -0.05,    0.02,   -0.28
551.53,   -0.04,    0.01,   -9.58,   -0.01,   -0.00,   -0.26
551.55,    0.09,    0.01,   -9.64,    0.07,   -0.08,   -0.10
551.57,    0.07,   -0.02,   -9.53,    0.01,    0.03,   -0.22
551.59,    0.05,    0.07,   -9.63,   -0.07,    0.03,   -0.24
551.61,    0.11,    0.05,   -9.48,    0.01,    0.02,   -0.18
551.63,    0.08,    0.03,   -9.43,   -0.02,    0.04,   -0.25
551.66,    0.06,    0.08,   -9.59,   -0.04,   -0.04,   -0.26
551.68,    0.15,    0.02,   -9.51,    0.03,    0.04,   -0.19
551.70,    0.06,    0.02,   -9.66,   -0.03,    0.04,   -0.02
551.72,    0.05,    0.05,   -9.68,    0.02,    0.07,   -0.24
551.74,    0.00,   -0.01,   -9.56,    0.00,    0.06,   -0.28
551.76,    0.11,    0.11,   -9.67,   -0.02,   -0.00,   -0.02
551.78,    0.07,    0.05,   -9.62,   -0.01,    0.03,   -0.19
551.80,    0.06,    0.10,   -9.63,   -0.03,    0.02,   -0.23
551.82,    0.06,    0.02,   -9.59,    0.02,    0.05,   -0.03
551.85,    0.02,    0.05,   -9.48,   -0.07,    0.03,   -0.09
551.87,    0.05,   -0.01,   -9.59,    0.01,    0.01,   -0.27
551.89,    0.08,    0.02,   -9.65,    0.02,   -0.03,   -0.15
551.91,    0.13,    0.04,   -9.50,   -0.10,   -0.04,   -0.07
551.93,   -0.04,   -0.00,   -9.48,   -0.03,    0.00,   -0.23
551.95,    0.09,    0.05,   -9.68,   -0.01,   -0.07,   -0.20
551.97,    0.14,    0.06,   -9.62,   -0.07,   -0.07,   -0.22
551.99,    0.04,    0.06,   -9.53,   -0.12,    0.02,   -0.25
552.01,    0.07,    0.00,   -9.43,   -0.04,    0.02,   -0.12
552.03,    0.02,    0.01,   -9.55,    0.01,   -0.03,   -0.15
552.05,    0.01,    0.08,   -9.62,   -0.01,    0.00,   -0.26
552.08,    0.14,    0.05,   -9.54,    0.03,   -0.03,   -0.15
552.10,    0.07,    0.03,   -9.55,    0.06,   -0.04,   -0.05
552.12,    0.08,    0.09,   -9.43,    0.02,    0.02,   -0.18
552.14,    0.05,    0.07,   -9.62,   -0.03,   -0.01,   -0.15
552.16,    0.03,    0.02,   -9.68,    0.00,   -0.06,   -0.13
552.18,    0.03,    0.09,   -9.64,    0.00,   -0.03,   -0.18
552.20,    0.01,    0.06,   -9.61,   -0.01,   -0.01,   -0.13
552.22,    0.05,    0.07,   -9.67,    0.05,   -0.05,   -0.21
552.24,    0.06,    0.00,   -9.59,    0.10,   -0.02,   -0.17
552.26,    0.04,   -0.01,   -9.63,   -0.02,    0.00,   -0.06
552.29,    0.09,   -0.01,   -9.63,   -0.02,    0.00,   -0.19
552.31,   -0.01,    0.00,   -9.56,    0.06,    0.02,   -0.25
552.33,    0.03,    0.01,   -9.68,   -0.01,   -0.01,   -0.06
552.35,   -0.01,   -0.03,   -9.38,   -0.03,    0.04,   -0.09
552.37,   -0.00,    0.08,   -9.58,    0.01,    0.04,   -0.22
552.39,    0.00,    0.04,   -9.64,    0.12,    0.01,   -0.13
552.41,    0.10,   -0.02,   -9.60,    0.03,    0.02,   -0.24
552.43,    0.11,    0.08,   -9.62,   -0.05,    0.00,   -0.24
552.45,    0.09,    0.04,   -9.57,   -0.01,   -0.04,   -0.18
552.48,    0.04,   -0.02,   -9.48,   -0.06,   -0.01,   -0.30
552.50,    0.02,    0.00,   -9.54,   -0.02,    0.03,   -0.12
552.52,    0.02,    0.07,   -9.58,   -0.05,   -0.01,   -0.13
552.54,    0.11,    0.01,   -9.65,   -0.02,    0.00,   -0.24
552.56,    0.07,    0.02,   -9.58,    0.00,   -0.00,   -0.13
552.58,    0.04,    0.09,   -9.55,    0.02,    0.04,   -0.19
552.60,    0.13,   -0.00,   -9.57,    0.04,    0.03,   -0.17
552.62,    0.14,    0.05,   -9.58,   -0.09,    0.03,   -0.12
552.64,    0.04,    0.02,   -9.74,   -0.03,    0.03,   -0.24
552.66,    0.12,    0.01,   -9.61,   -0.03,   -0.08,   -0.24
552.68,   -0.00,   -0.01,   -9.48,    0.06,   -0.01,   -0.27
552.71,    0.08,    0.04,   -9.61,    0.10,   -0.02,   -0.13
552.73,    0.03,    0.02,   -9.59,    0.02,   -0.01,   -0.00
552.75,    0.07,    0.01,   -9.52,   -0.00,    0.07,   -0.17
552.77,    0.05,    0.07,   -9.61,   -0.11,   -0.02,   -0.13
552.79,   -0.02,    0.09,   -9.41,    0.01,    0.01,   -0.17
552.81,    0.04,    0.07,   -9.66,    0.02,    0.02,   -0.13
552.83,   -0.04,    0.02,   -9.60,   -0.10,   -0.01,   -0.10
552.85,    0.07,    0.03,   -9.71,   -0.03,    0.03,   -0.23
552.87,    0.05,   -0.02,   -9.51,    0.01,   -0.03,   -0.10
552.89,    0.13,    0.08,   -9.61,   -0.08,   -0.08,   -0.20
552.92,   -0.01,    0.02,   -9.51,   -0.14,    0.00,   -0.23
552.94,    0.05,    0.12,   -9.59,   -0.02,   -0.01,   -0.12
552.96,    0.03,    0.03,   -9.53,    0.02,   -0.08,   -0.18
552.98,    0.05,    0.04,   -9.61,    0.04,   -0.02,   -0.15
553.00,   -0.00,   -0.02,   -9.65,    0.02,   -0.03,   -0.17
553.02,    0.06,    0.07,   -9.58,   -0.02,    0.01,   -0.25
553.04,    0.06,    0.05,   -9.52,    0.02,    0.04,   -0.32
553.06,    0.07,    0.07,   -9.63,   -0.01,   -0.04,   -0.24
553.08,    0.11,    0.01,   -9.52,   -0.00,   -0.01,   -0.23
553.11,    0.12,    0.09,   -9.57,   -0.03,   -0.00,   -0.20
553.13,    0.05,    0.01,   -9.64,   -0.04,   -0.01,   -0.20
553.15,    0.10,    0.06,   -9.66,    0.00,    0.00,   -0.29
553.17,    0.04,    0.02,   -9.60,    0.03,   -0.02,   -0.10
553.19,    0.04,    0.03,   -9.58,    0.05,   -0.02,   -0.11
553.21,    0.07,   -0.01,   -9.64,    0.02,    0.05,   -0.10
553.23,    0.02,    0.04,   -9.58,   -0.01,    0.08,   -0.15
553.25,    0.07,   -0.01,   -9.69,   -0.07,   -0.01,   -0.20
553.27,    0.05,   -0.02,   -9.47,    0.01,   -0.00,   -0.12
553.29,    0.08,    0.10,   -9.57,    0.02,    0.02,   -0.24
553.32,   -0.01,    0.02,   -9.65,    0.00,    0.05,   -0.06
553.34,    0.12,   -0.02,   -9.52,    0.14,    0.03,   -0.07
553.36,    0.14,    0.07,   -9.62,    0.05,   -0.03,   -0.23
553.38,    0.00,    0.04,   -9.58,    0.00,    0.04,   -0.23
553.40,    0.03,    0.01,   -9.54,    0.10,    0.01,   -0.27
553.42,    0.08,    0.06,   -9.54,    0.06,    0.02,   -0.16
553.44,    0.14,    0.01,   -9.56,    0.01,    0.00,   -0.17
553.46,    0.00,    0.08,   -9.61,   -0.02,   -0.04,   -0.14
553.48,    0.07,    0.03,   -9.54,    0.01,    0.02,   -0.12
553.50,    0.01,    0.00,   -9.71,    0.01,   -0.02,   -0.12
553.52,   -0.00,   -0.01,   -9.65,   -0.01,   -0.02,   -0.15
553.55,   -0.01,    0.05,   -9.55,    0.00,   -0.02,   -0.21
553.57,   -0.01,   -0.00,   -9.62,   -0.01,    0.03,   -0.10
553.59,    0.10,    0.08,   -9.72,   -0.01,    0.00,   -0.11
553.61,    0.02,    0.06,   -9.63,    0.02,   -0.07,   -0.26
553.63,    0.04,    0.04,   -9.61,    0.07,    0.03,   -0.26
553.65,    0.04,    0.01,   -9.54,   -0.02,    0.00,   -0.09
553.67,    0.12,    0.00,   -9.66,   -0.02,    0.04,   -0.26
553.69,    0.08,    0.02,   -9.58,   -0.02,    0.04,   -0.25
553.71,    0.07,    0.04,   -9.47,   -0.00,   -0.01,   -0.07
553.74,    0.03,    0.07,   -9.46,    0.06,    0.09,   -0.25
553.76,   -0.01,    0.09,   -9.62,   -0.05,    0.04,   -0.11
553.78,   -0.05,   -0.01,   -9.66,    0.07,   -0.01,   -0.07
553.80,    0.04,    0.01,   -9.68,    0.06,    0.04,   -0.27
553.82,    0.10,   -0.01,   -9.61,   -0.01,    0.03,   -0.28
553.84,    0.11,    0.07,   -9.57,    0.06,    0.02,   -0.16
553.86,   -0.02,    0.04,   -9.50,    0.05,    0.03,   -0.04
553.88,    0.04,    0.10,   -9.58,    0.09,    0.03,   -0.16
553.90,    0.14,    0.09,   -9.53,   -0.01,    0.01,   -0.25
553.92,    0.11,   -0.00,   -9.53,    0.04,   -0.03,   -0.18
553.95,    0.04,    0.10,   -9.64,   -0.02,   -0.02,   -0.16
553.97,    0.04,   -0.01,   -9.57,   -0.06,    0.01,   -0.18
553.99,   -0.06,    0.11,   -9.54,    0.06,   -0.00,   -0.20
554.01,    0.06,    0.00,   -9.41,    0.02,   -0.01,   -0.18
554.03,    0.01,   -0.02,   -9.50,    0.07,   -0.01,   -0.09
554.05,    0.12,    0.09,   -9.56,   -0.01,   -0.03,   -0.24
554.07,   -0.00,   -0.03,   -9.62,    0.08,   -0.03,   -0.18
554.09,    0.07,    0.08,   -9.63,    0.02,   -0.02,   -0.01
554.11,   -0.03,    0.02,   -9.64,   -0.08,   -0.01,   -0.26
554.13,    0.05,    0.03,   -9.57,    0.11,    0.01,   -0.21
554.15,    0.09,    0.06,   -9.54,   -0.01,    0.01,   -0.08
554.18,    0.11,    0.01,   -9.66,    0.01,   -0.04,   -0.11
554.20,    0.04,    0.05,   -9.48,    0.02,   -0.04,   -0.12
554.22,    0.06,    0.06,   -9.59,   -0.01,    0.02,   -0.24
554.24,    0.01,    0.08,   -9.45,    0.08,    0.02,   -0.18
554.26,    0.01,    0.04,   -9.68,    0.05,   -0.03,   -0.11
554.28,    0.02,    0.03,   -9.53,    0.00,    0.03,   -0.17
554.30,    0.09,    0.02,   -9.68,   -0.04,    0.01,   -0.20
554.32,    0.09,   -0.04,   -9.51,    0.08,   -0.02,   -0.13
554.34,    0.12,    0.07,   -9.55,    0.04,    0.04,   -0.17
554.37,    0.10,    0.07,   -9.55,    0.02,   -0.01,   -0.15
554.39,   -0.01,    0.03,   -9.50,    0.03,   -0.02,   -0.10
554.41,   -0.04,    0.05,   -9.64,   -0.01,    0.02,   -0.23
554.43,    0.08,    0.01,   -9.54,   -0.00,    0.04,   -0.14
554.45,   -0.06,    0.04,   -9.58,   -0.03,    0.01,   -0.19
554.47,    0.08,    0.01,   -9.60,    0.10,    0.02,   -0.21
554.49,    0.06,    0.04,   -9.56,   -0.00,    0.07,   -0.02
554.51,    0.09,    0.06,   -9.50,   -0.10,    0.01,   -0.16
554.53,   -0.02,    0.05,   -9.73,   -0.02,    0.03,   -0.21
554.55,    0.02,    0.07,   -9.55,   -0.03,    0.00,   -0.15
554.58,    0.02,    0.04,   -9.61,    0.01,   -0.02,   -0.16
554.60,   -0.01,    0.05,   -9.55,    0.05,    0.02,   -0.17
554.62,   -0.02,    0.01,   -9.58,    0.03,   -0.02,   -0.19
554.64,    0.12,    0.08,   -9.61,    0.01,    0.06,   -0.15
554.66,   -0.03,    0.03,   -9.52,    0.06,    0.04,   -0.11
554.68,    0.06,    0.06,   -9.58,    0.02,   -0.00,   -0.07
554.70,    0.02,    0.01,   -9.62,   -0.01,   -0.02,   -0.15
554.72,    0.05,    0.02,   -9.61,   -0.06,   -0.05,   -0.23
554.74,    0.07,    0.06,   -9.64,   -0.08,    0.00,   -0.14
554.76,    0.04,    0.03,   -9.55,   -0.01,   -0.02,   -0.18
554.78,    0.06,    0.06,   -9.51,   -0.00,   -0.05,   -0.10
554.81,    0.02,    0.10,   -9.71,    0.10,   -0.00,   -0.09
554.83,   -0.02,    0.03,   -9.48,    0.01,    0.01,   -0.28
554.85,    0.08,    0.06,   -9.56,   -0.05,   -0.02,   -0.17
554.87,    0.00,    0.03,   -9.54,    0.04,    0.00,   -0.16
554.89,   -0.06,    0.08,   -9.64,   -0.01,    0.02,   -0.26
554.91,    0.05,   -0.00,   -9.55,   -0.01,    0.03,   -0.21
554.93,   -0.04,    0.04,   -9.62,   -0.00,   -0.02,   -0.14
554.95,    0.10,    0.05,   -9.66,    0.04,   -0.01,   -0.15
554.97,    0.03,    0.01,   -9.54,    0.03,    0.05,   -0.20
555.00,    0.05,    0.04,   -9.57,   -0.02,   -0.02,   -0.11
555.02,    0.03,   -0.03,   -9.58,    0.00,    0.01,   -0.20
555.04,    0.10,    0.05,   -9.49,    0.01,   -0.00,   -0.14
555.06,    0.07,   -0.02,   -9.54,   -0.05,    0.01,   -0.11
555.08,    0.11,    0.07,   -9.73,   -0.03,    0.05,   -0.29
555.10,   -0.02,    0.02,   -9.44,    0.02,   -0.02,   -0.11
555.12,    0.07,    0.06,   -9.62,   -0.11,    0.02,   -0.17
555.14,    0.06,    0.01,   -9.58,   -0.06,   -0.02,   -0.21
555.16,    0.08,    0.04,   -9.58,   -0.03,   -0.06,   -0.13
555.18,    0.08,    0.05,   -9.60,   -0.10,   -0.02,   -0.23
555.21,   -0.04,    0.09,   -9.49,   -0.00,    0.00,   -0.13
555.23,    0.01,    0.05,   -9.66,    0.00,   -0.01,   -0.06
555.25,   -0.03,    0.02,   -9.62,    0.06,   -0.03,   -0.07
555.27,    0.11,   -0.00,   -9.64,    0.08,   -0.01,   -0.21
555.29,    0.07,    0.03,   -9.54,    0.00,   -0.00,   -0.20
555.31,   -0.01,    0.01,   -9.61,   -0.02,   -0.00,   -0.09
555.33,    0.05,    0.06,   -9.58,   -0.05,   -0.03,   -0.18
555.35,    0.07,    0.00,   -9.45,   -0.01,    0.02,   -0.13
555.37,    0.03,    0.05,   -9.54,   -0.04,    0.04,   -0.10
555.39,   -0.01,    0.11,   -9.57,   -0.05,   -0.00,   -0.21
555.41,    0.10,    0.04,   -9.60,    0.06,    0.02,   -0.19
555.44,    0.03,    0.03,   -9.64,    0.01,    0.01,   -0.06
555.46,    0.04,   -0.02,   -9.55,   -0.07,    0.02,   -0.19
555.48,    0.01,   -0.02,   -9.51,    0.01,    0.01,   -0.19
555.50,    0.11,    0.08,   -9.59,   -0.01,    0.00,   -0.09
